PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,taxi_demand
2.348283046559422,0.6613513019036578,-3.375652310091525,0.3089550008331597,-0.7976752135644021,-0.6511852052260215,2.424342594900926,-0.8373133127046419,-0.9297306126098827,0.7937660738109229,6422
2.4554048049847124,0.6496300749543078,-3.3499009071257344,0.4951557514497985,-0.8118036791301434,-0.6055319936706751,2.388487479047026,-0.8299459536676368,-0.9117860025203711,0.7473529601433566,5538
2.3274107489009856,0.655836607846256,-3.38948343141268,0.6355500680246655,-0.7986630774912143,-0.6425167831749043,2.3920434461769404,-0.8435185886836802,-0.9268453176355859,0.7946766551852742,4705
2.185600167876002,0.6595720230726664,-3.454822264244667,0.8127099829441606,-0.7973060506170554,-0.6500937792834693,2.4118259825963393,-0.8524718092114254,-0.9476098757268778,0.8332497035522584,5184
2.305369969905163,0.6384981005403889,-3.467126008453238,0.9654478993280619,-0.850880946225678,-0.5047590489850778,2.4190353089847423,-0.8264781630444089,-0.9379466436230767,0.7400534033255586,5195
2.2382536942797464,0.6355126494578244,-3.4661790232917515,0.8089584718291705,-0.8746146071245803,-0.44610426870023984,2.446229430568579,-0.8173935756111754,-0.9439454801460979,0.715250701578293,3746
-0.43075828854036374,0.6651002928594982,-3.793915216736943,1.402205446525039,-0.8538242290804359,-0.3983120199951724,2.605800096786241,-0.7454424236506259,-0.9984681277763913,0.8926692030321353,3168
-0.6417381924628218,0.6741385127960895,-3.8333424661087965,1.2814854818791486,-0.8534588630518963,-0.40816450836733875,2.646527804146251,-0.7529951468716796,-1.0231905188888168,0.9343033889474641,2193
-0.9397928762135487,0.68442029871405,-3.864058954184882,1.214509897512688,-0.8497985176668013,-0.42087043431435883,2.669767953478861,-0.7603098139759835,-1.0407364935974746,0.9661089463661641,1438
-1.1124596113216627,0.6991947680733754,-3.838551239215962,0.8766618962078038,-0.828970753798448,-0.48446108846447467,2.689541070760743,-0.7752011312676916,-1.0556188858774367,1.0232710498760609,1002
-1.175348450699248,0.7075479015029589,-3.7914793021984785,0.5862633754838986,-0.8145797766124117,-0.527446029219304,2.692127677076314,-0.7846971169677183,-1.0589977640046913,1.0533795475341456,503
-1.2775068871566169,0.7002683329359023,-3.764337787790391,0.7793562171139404,-0.8275738179755289,-0.478530054230147,2.6473681292421047,-0.7758720797903441,-1.037018340210609,0.99575450250121,391
-1.353710533278903,0.6935248477048882,-3.691287976702933,0.6367420163733867,-0.8492460415889244,-0.4111190106255601,2.6193176723246623,-0.7602712844299477,-1.0122544329395426,0.9200098716116687,728
-1.1661882845833726,0.704335688413875,-3.5839549282756438,-0.07654958574090147,-0.8247199679103501,-0.4944060410904963,2.642593304322854,-0.7752507640763333,-1.0198123460110644,0.9798319154286153,1132
-0.988927732029909,0.7020166926500252,-3.5300902517789097,-0.392217898055981,-0.8293964443619976,-0.4913492852724874,2.656355153492985,-0.7753363075988045,-1.0208315729586408,0.9827828874891158,1768
-0.7165596698736784,0.7011801443942081,-3.485621154453608,-0.8092748639358028,-0.8310127629840052,-0.5051747399773039,2.69337698134563,-0.7799108609816672,-1.0336146230439478,1.0136981206523559,2935
