tpep_pickup_datetime,passenger_demand,taxi_demand
2025-05-18 14:00:00,7918,7952
2025-05-18 15:00:00,7820,7912
2025-05-18 16:00:00,7951,7994
2025-05-18 17:00:00,8555,8641
2025-05-18 18:00:00,8527,8787
2025-05-18 19:00:00,7382,7365
2025-05-18 20:00:00,6721,6875
2025-05-18 21:00:00,6194,6999
2025-05-18 22:00:00,5289,6423
2025-05-18 23:00:00,3424,4467
2025-05-19 00:00:00,2032,2303
2025-05-19 01:00:00,980,1172
2025-05-19 02:00:00,438,569
2025-05-19 03:00:00,353,476
2025-05-19 04:00:00,433,661
2025-05-19 05:00:00,882,1275
2025-05-19 06:00:00,1949,2776
2025-05-19 07:00:00,4026,5208
2025-05-19 08:00:00,5244,6541
2025-05-19 09:00:00,5664,6313
2025-05-19 10:00:00,6113,5930
2025-05-19 11:00:00,6467,6217
2025-05-19 12:00:00,7229,6793
2025-05-19 13:00:00,7665,7110
2025-05-19 14:00:00,8244,7793
2025-05-19 15:00:00,8964,8651
2025-05-19 16:00:00,8676,8409
2025-05-19 17:00:00,9340,9669
2025-05-19 18:00:00,9914,10320
2025-05-19 19:00:00,8605,8314
2025-05-19 20:00:00,7926,7831
2025-05-19 21:00:00,8195,8745
2025-05-19 22:00:00,6712,7843
2025-05-19 23:00:00,4065,4660
2025-05-20 00:00:00,1926,2415
2025-05-20 01:00:00,943,1100
2025-05-20 02:00:00,356,459
2025-05-20 03:00:00,257,368
2025-05-20 04:00:00,264,481
2025-05-20 05:00:00,789,1078
2025-05-20 06:00:00,2120,2753
2025-05-20 07:00:00,4327,5302
2025-05-20 08:00:00,5780,6989
2025-05-20 09:00:00,6180,6882
2025-05-20 10:00:00,6495,6556
2025-05-20 11:00:00,7160,6883
2025-05-20 12:00:00,7662,7323
2025-05-20 13:00:00,8009,7630
2025-05-20 14:00:00,9088,8608
2025-05-20 15:00:00,9084,8855
2025-05-20 16:00:00,9479,9232
2025-05-20 17:00:00,10457,10837
2025-05-20 18:00:00,10939,11605
2025-05-20 19:00:00,9345,9226
2025-05-20 20:00:00,9062,9459
2025-05-20 21:00:00,9688,11181
2025-05-20 22:00:00,7746,9582
2025-05-20 23:00:00,5133,6497
2025-05-21 00:00:00,2451,3165
2025-05-21 01:00:00,1126,1290
2025-05-21 02:00:00,473,646
2025-05-21 03:00:00,340,481
2025-05-21 04:00:00,325,549
2025-05-21 05:00:00,961,1243
2025-05-21 06:00:00,1906,2573
2025-05-21 07:00:00,4450,5669
2025-05-21 08:00:00,6104,7596
2025-05-21 09:00:00,6716,7404
2025-05-21 10:00:00,7820,7755
2025-05-21 11:00:00,7666,7656
2025-05-21 12:00:00,7843,7820
2025-05-21 13:00:00,8370,8412
2025-05-21 14:00:00,8775,8787
2025-05-21 15:00:00,9681,9625
2025-05-21 16:00:00,9846,9697
2025-05-21 17:00:00,10895,11780
2025-05-21 18:00:00,11359,12512
2025-05-21 19:00:00,10576,11450
2025-05-21 20:00:00,10618,10842
2025-05-21 21:00:00,9725,10463
2025-05-21 22:00:00,8026,9057
2025-05-21 23:00:00,6858,8321
2025-05-22 00:00:00,3311,4306
2025-05-22 01:00:00,1530,1933
2025-05-22 02:00:00,684,951
2025-05-22 03:00:00,521,739
2025-05-22 04:00:00,502,950
2025-05-22 05:00:00,888,1482
2025-05-22 06:00:00,2224,3215
2025-05-22 07:00:00,4545,6225
2025-05-22 08:00:00,5666,7815
2025-05-22 09:00:00,6178,7674
2025-05-22 10:00:00,6776,7200
2025-05-22 11:00:00,7271,7442
2025-05-22 12:00:00,7839,7832
2025-05-22 13:00:00,8153,8036
2025-05-22 14:00:00,8809,8542
2025-05-22 15:00:00,10163,9953
2025-05-22 16:00:00,10491,11051
2025-05-22 17:00:00,11055,12038
2025-05-22 18:00:00,10959,12359
2025-05-22 19:00:00,9457,9971
2025-05-22 20:00:00,8811,9057
2025-05-22 21:00:00,8690,8849
2025-05-22 22:00:00,7940,8703
2025-05-22 23:00:00,5773,6617
2025-05-23 00:00:00,4129,4668
2025-05-23 01:00:00,2132,2207
2025-05-23 02:00:00,1104,1157
2025-05-23 03:00:00,716,857
2025-05-23 04:00:00,644,993
2025-05-23 05:00:00,963,1434
2025-05-23 06:00:00,1682,2595
2025-05-23 07:00:00,3358,4338
2025-05-23 08:00:00,4359,5258
2025-05-23 09:00:00,5179,5535
2025-05-23 10:00:00,6242,6027
2025-05-23 11:00:00,6681,6253
2025-05-23 12:00:00,7529,7190
2025-05-23 13:00:00,7697,7370
2025-05-23 14:00:00,8247,8213
2025-05-23 15:00:00,8255,8198
2025-05-23 16:00:00,8334,8148
2025-05-23 17:00:00,8982,8893
2025-05-23 18:00:00,9730,9106
2025-05-23 19:00:00,9859,9495
2025-05-23 20:00:00,7363,6881
2025-05-23 21:00:00,6854,6132
2025-05-23 22:00:00,7363,6836
2025-05-23 23:00:00,7088,7755
2025-05-24 00:00:00,4921,6212
2025-05-24 01:00:00,3672,4691
2025-05-24 02:00:00,2747,3340
2025-05-24 03:00:00,1803,2460
2025-05-24 04:00:00,1053,1750
2025-05-24 05:00:00,598,968
2025-05-24 06:00:00,998,1389
2025-05-24 07:00:00,1441,1770
2025-05-24 08:00:00,2287,2523
2025-05-24 09:00:00,3295,3577
2025-05-24 10:00:00,4950,4913
2025-05-24 11:00:00,5731,5618
2025-05-24 12:00:00,6809,6201
2025-05-24 13:00:00,7289,6505
2025-05-24 14:00:00,6973,6068
2025-05-24 15:00:00,7583,6351
2025-05-24 16:00:00,8707,7129
2025-05-24 17:00:00,9114,7688
2025-05-24 18:00:00,8667,7187
2025-05-24 19:00:00,7793,6910
2025-05-24 20:00:00,7032,6259
2025-05-24 21:00:00,7073,6430
2025-05-24 22:00:00,7539,7194
2025-05-24 23:00:00,6401,7368
2025-05-25 00:00:00,4982,6394
2025-05-25 01:00:00,3741,4714
2025-05-25 02:00:00,2750,3319
2025-05-25 03:00:00,1879,2545
2025-05-25 04:00:00,1134,1810
2025-05-25 05:00:00,606,979
2025-05-25 06:00:00,853,1311
2025-05-25 07:00:00,1319,1681
2025-05-25 08:00:00,1961,2273
2025-05-25 09:00:00,3270,3353
2025-05-25 10:00:00,4496,4385
2025-05-25 11:00:00,5624,5184
2025-05-25 12:00:00,6437,5640
2025-05-25 13:00:00,6759,6165
2025-05-25 14:00:00,7370,6787
2025-05-25 15:00:00,7068,6793
2025-05-25 16:00:00,7790,7220
2025-05-25 17:00:00,7346,7151
2025-05-25 18:00:00,7381,7193
2025-05-25 19:00:00,6726,6186
2025-05-25 20:00:00,5831,5276
2025-05-25 21:00:00,5542,5360
2025-05-25 22:00:00,4954,5704
2025-05-25 23:00:00,4495,6486
2025-05-26 00:00:00,2843,4587
2025-05-26 01:00:00,1752,2846
2025-05-26 02:00:00,1024,1767
2025-05-26 03:00:00,746,1275
2025-05-26 04:00:00,645,1046
2025-05-26 05:00:00,611,850
2025-05-26 06:00:00,1001,1246
2025-05-26 07:00:00,1408,1494
2025-05-26 08:00:00,1915,1894
2025-05-26 09:00:00,3092,2938
2025-05-26 10:00:00,4071,4025
2025-05-26 11:00:00,4589,4608
2025-05-26 12:00:00,5765,5497
2025-05-26 13:00:00,6192,6033
2025-05-26 14:00:00,6827,6279
2025-05-26 15:00:00,7222,6510
2025-05-26 16:00:00,7403,6450
2025-05-26 17:00:00,7203,6456
2025-05-26 18:00:00,6706,6170
2025-05-26 19:00:00,6632,6217
2025-05-26 20:00:00,5766,5830
2025-05-26 21:00:00,5749,6013
2025-05-26 22:00:00,4193,4999
2025-05-26 23:00:00,2924,3684
2025-05-27 00:00:00,1591,2020
2025-05-27 01:00:00,707,912
2025-05-27 02:00:00,316,502
2025-05-27 03:00:00,173,337
2025-05-27 04:00:00,254,415
2025-05-27 05:00:00,767,1170
2025-05-27 06:00:00,1983,2707
2025-05-27 07:00:00,3885,4894
2025-05-27 08:00:00,5212,6345
2025-05-27 09:00:00,5695,6135
2025-05-27 10:00:00,6026,5784
2025-05-27 11:00:00,6361,5884
2025-05-27 12:00:00,6822,6196
2025-05-27 13:00:00,7538,6693
2025-05-27 14:00:00,8327,7619
2025-05-27 15:00:00,8688,7975
2025-05-27 16:00:00,9351,8614
2025-05-27 17:00:00,9804,9535
2025-05-27 18:00:00,9642,9249
2025-05-27 19:00:00,8223,7593
2025-05-27 20:00:00,7600,7001
2025-05-27 21:00:00,8203,7443
2025-05-27 22:00:00,6334,5995
2025-05-27 23:00:00,3621,3908
2025-05-28 00:00:00,1835,2273
2025-05-28 01:00:00,970,1222
2025-05-28 02:00:00,435,640
2025-05-28 03:00:00,285,443
2025-05-28 04:00:00,270,472
2025-05-28 05:00:00,716,959
2025-05-28 06:00:00,1763,2297
2025-05-28 07:00:00,4194,5017
2025-05-28 08:00:00,5307,6477
2025-05-28 09:00:00,6213,6715
2025-05-28 10:00:00,6323,6582
2025-05-28 11:00:00,6921,6815
2025-05-28 12:00:00,7835,7526
2025-05-28 13:00:00,8358,7969
2025-05-28 14:00:00,9232,8659
2025-05-28 15:00:00,9518,8813
2025-05-28 16:00:00,10179,9584
2025-05-28 17:00:00,10996,11393
2025-05-28 18:00:00,11294,12041
2025-05-28 19:00:00,11003,11856
2025-05-28 20:00:00,10131,11311
2025-05-28 21:00:00,9279,11293
2025-05-28 22:00:00,7867,9995
2025-05-28 23:00:00,4841,6102
2025-05-29 00:00:00,2747,3352
2025-05-29 01:00:00,1016,1179
2025-05-29 02:00:00,539,656
2025-05-29 03:00:00,326,464
2025-05-29 04:00:00,354,565
2025-05-29 05:00:00,784,1174
2025-05-29 06:00:00,1986,2807
2025-05-29 07:00:00,4388,5669
2025-05-29 08:00:00,5406,7260
2025-05-29 09:00:00,6097,7098
2025-05-29 10:00:00,6527,6424
2025-05-29 11:00:00,6895,6553
2025-05-29 12:00:00,7767,7214
2025-05-29 13:00:00,8071,7428
2025-05-29 14:00:00,8944,8298
2025-05-29 15:00:00,9395,8758
2025-05-29 16:00:00,9582,9044
2025-05-29 17:00:00,10767,10716
2025-05-29 18:00:00,11057,10904
2025-05-29 19:00:00,9660,8988
2025-05-29 20:00:00,8881,8160
2025-05-29 21:00:00,9745,9067
2025-05-29 22:00:00,8979,9605
2025-05-29 23:00:00,6549,7799
2025-05-30 00:00:00,4287,5442
2025-05-30 01:00:00,2400,3048
2025-05-30 02:00:00,1369,1576
2025-05-30 03:00:00,699,1006
2025-05-30 04:00:00,556,933
2025-05-30 05:00:00,724,1119
2025-05-30 06:00:00,1713,2390
2025-05-30 07:00:00,3473,4357
2025-05-30 08:00:00,4711,5546
2025-05-30 09:00:00,5418,5781
2025-05-30 10:00:00,6269,6266
2025-05-30 11:00:00,6627,6460
2025-05-30 12:00:00,7071,6865
2025-05-30 13:00:00,7372,7249
2025-05-30 14:00:00,8719,8385
2025-05-30 15:00:00,9107,8676
2025-05-30 16:00:00,9652,9120
2025-05-30 17:00:00,9788,9393
2025-05-30 18:00:00,10124,9785
2025-05-30 19:00:00,9347,9304
2025-05-30 20:00:00,8863,8301
2025-05-30 21:00:00,9465,8326
2025-05-30 22:00:00,9694,9066
2025-05-30 23:00:00,8177,8798
2025-05-31 00:00:00,6947,8530
2025-05-31 01:00:00,5377,7228
2025-05-31 02:00:00,3459,5015
2025-05-31 03:00:00,2243,2645
2025-05-31 04:00:00,1205,1610
2025-05-31 05:00:00,589,1015
2025-05-31 06:00:00,909,1501
2025-05-31 07:00:00,1445,2036
2025-05-31 08:00:00,2542,3122
2025-05-31 09:00:00,4209,4524
2025-05-31 10:00:00,5776,5534
2025-05-31 11:00:00,6627,6136
2025-05-31 12:00:00,7792,6952
2025-05-31 13:00:00,8316,7436
2025-05-31 14:00:00,8398,7838
2025-05-31 15:00:00,8685,7980
2025-05-31 16:00:00,9067,8296
2025-05-31 17:00:00,9320,8718
2025-05-31 18:00:00,9750,9290
2025-05-31 19:00:00,9946,9338
2025-05-31 20:00:00,9386,8401
2025-05-31 21:00:00,9615,8433
2025-05-31 22:00:00,10212,10427
2025-05-31 23:00:00,8759,11411
2025-06-01 00:00:00,9,3
2025-05-31 22:00:00,3,3
2025-05-31 23:00:00,22,17
2025-06-01 00:00:00,7030,9593
2025-06-01 01:00:00,5682,7317
2025-06-01 02:00:00,4452,5539
2025-06-01 03:00:00,2709,3703
2025-06-01 04:00:00,1670,2446
2025-06-01 05:00:00,766,1144
2025-06-01 06:00:00,912,1368
2025-06-01 07:00:00,1586,1915
2025-06-01 08:00:00,2525,2802
2025-06-01 09:00:00,4096,4308
2025-06-01 10:00:00,5538,5856
2025-06-01 11:00:00,6166,6448
2025-06-01 12:00:00,7134,7225
2025-06-01 13:00:00,7238,7488
2025-06-01 14:00:00,7764,7567
2025-06-01 15:00:00,7813,7424
2025-06-01 16:00:00,8462,7853
2025-06-01 17:00:00,8344,7732
2025-06-01 18:00:00,7947,7356
2025-06-01 19:00:00,6856,6305
2025-06-01 20:00:00,6137,5969
2025-06-01 21:00:00,5925,5927
2025-06-01 22:00:00,4493,4999
2025-06-01 23:00:00,2936,3540
2025-06-02 00:00:00,1892,2042
2025-06-02 01:00:00,926,1036
2025-06-02 02:00:00,417,514
2025-06-02 03:00:00,265,377
2025-06-02 04:00:00,329,535
2025-06-02 05:00:00,728,1095
2025-06-02 06:00:00,1841,2518
2025-06-02 07:00:00,3645,4520
2025-06-02 08:00:00,5012,5950
2025-06-02 09:00:00,5408,5738
2025-06-02 10:00:00,5559,5349
2025-06-02 11:00:00,5945,5374
2025-06-02 12:00:00,6533,5940
2025-06-02 13:00:00,6732,6068
2025-06-02 14:00:00,7620,6936
2025-06-02 15:00:00,8172,7518
2025-06-02 16:00:00,8098,7587
2025-06-02 17:00:00,8911,8497
2025-06-02 18:00:00,9019,8614
2025-06-02 19:00:00,7427,6818
2025-06-02 20:00:00,7328,6683
2025-06-02 21:00:00,6855,6668
2025-06-02 22:00:00,5244,5321
2025-06-02 23:00:00,3015,3141
2025-06-03 00:00:00,1788,2030
2025-06-03 01:00:00,946,1145
2025-06-03 02:00:00,393,587
2025-06-03 03:00:00,214,352
2025-06-03 04:00:00,234,404
2025-06-03 05:00:00,584,887
2025-06-03 06:00:00,1798,2313
2025-06-03 07:00:00,4012,4795
2025-06-03 08:00:00,5424,6464
2025-06-03 09:00:00,6010,6489
2025-06-03 10:00:00,6373,6586
2025-06-03 11:00:00,6922,6823
2025-06-03 12:00:00,7266,6930
2025-06-03 13:00:00,7872,7416
2025-06-03 14:00:00,8734,8071
2025-06-03 15:00:00,9158,8283
2025-06-03 16:00:00,9450,8565
2025-06-03 17:00:00,9915,9617
2025-06-03 18:00:00,11090,10823
2025-06-03 19:00:00,8905,8622
2025-06-03 20:00:00,8830,8989
2025-06-03 21:00:00,8883,10194
2025-06-03 22:00:00,7331,9025
2025-06-03 23:00:00,4313,5416
2025-06-04 00:00:00,2199,2516
2025-06-04 01:00:00,1004,1165
2025-06-04 02:00:00,505,626
2025-06-04 03:00:00,317,421
2025-06-04 04:00:00,277,437
2025-06-04 05:00:00,730,1148
2025-06-04 06:00:00,1895,2739
2025-06-04 07:00:00,4282,5612
2025-06-04 08:00:00,5681,7435
2025-06-04 09:00:00,6224,7226
2025-06-04 10:00:00,6974,6748
2025-06-04 11:00:00,7591,7125
2025-06-04 12:00:00,8028,7455
2025-06-04 13:00:00,8362,7746
2025-06-04 14:00:00,9165,8685
2025-06-04 15:00:00,9696,9375
2025-06-04 16:00:00,9778,9716
2025-06-04 17:00:00,10656,11464
2025-06-04 18:00:00,11609,12543
2025-06-04 19:00:00,10489,10143
2025-06-04 20:00:00,9698,9396
2025-06-04 21:00:00,9751,10920
2025-06-04 22:00:00,8990,10529
2025-06-04 23:00:00,5866,7418
2025-06-05 00:00:00,3360,4476
2025-06-05 01:00:00,1410,1897
2025-06-05 02:00:00,699,1020
2025-06-05 03:00:00,446,710
2025-06-05 04:00:00,393,692
2025-06-05 05:00:00,827,1307
2025-06-05 06:00:00,1927,2849
2025-06-05 07:00:00,3919,5181
2025-06-05 08:00:00,5469,6988
2025-06-05 09:00:00,6030,7119
2025-06-05 10:00:00,7063,7326
2025-06-05 11:00:00,7592,7658
2025-06-05 12:00:00,8219,8181
2025-06-05 13:00:00,8793,8639
2025-06-05 14:00:00,9831,9532
2025-06-05 15:00:00,10231,10187
2025-06-05 16:00:00,10710,10852
2025-06-05 17:00:00,11195,12319
2025-06-05 18:00:00,12055,13546
2025-06-05 19:00:00,10722,11978
2025-06-05 20:00:00,10008,11421
2025-06-05 21:00:00,10145,12210
2025-06-05 22:00:00,8809,11439
2025-06-05 23:00:00,6818,9813
2025-06-06 00:00:00,4583,6714
2025-06-06 01:00:00,2634,3851
2025-06-06 02:00:00,1409,2082
2025-06-06 03:00:00,746,1269
2025-06-06 04:00:00,613,1170
2025-06-06 05:00:00,857,1462
2025-06-06 06:00:00,1683,2696
2025-06-06 07:00:00,3129,4289
2025-06-06 08:00:00,3960,5372
2025-06-06 09:00:00,4663,5603
2025-06-06 10:00:00,5690,6091
2025-06-06 11:00:00,6074,6548
2025-06-06 12:00:00,6676,7296
2025-06-06 13:00:00,7467,8056
2025-06-06 14:00:00,8312,9076
2025-06-06 15:00:00,8456,9210
2025-06-06 16:00:00,8998,9690
2025-06-06 17:00:00,10272,11278
2025-06-06 18:00:00,9481,11667
2025-06-06 19:00:00,9276,10751
2025-06-06 20:00:00,7898,8647
2025-06-06 21:00:00,8733,9515
2025-06-06 22:00:00,8977,10908
2025-06-06 23:00:00,8096,10375
2025-06-07 00:00:00,6506,9090
2025-06-07 01:00:00,4579,7134
2025-06-07 02:00:00,3365,5254
2025-06-07 03:00:00,2247,3720
2025-06-07 04:00:00,1182,2198
2025-06-07 05:00:00,605,1110
2025-06-07 06:00:00,885,1435
2025-06-07 07:00:00,1771,2362
2025-06-07 08:00:00,2796,3201
2025-06-07 09:00:00,4169,4505
2025-06-07 10:00:00,5842,6144
2025-06-07 11:00:00,6266,6706
2025-06-07 12:00:00,7662,7770
2025-06-07 13:00:00,9140,9250
2025-06-07 14:00:00,9029,9845
2025-06-07 15:00:00,8250,8363
2025-06-07 16:00:00,8926,8715
2025-06-07 17:00:00,9892,10065
2025-06-07 18:00:00,10639,11757
2025-06-07 19:00:00,8778,9560
2025-06-07 20:00:00,7631,7432
2025-06-07 21:00:00,8183,8092
2025-06-07 22:00:00,8514,9371
2025-06-07 23:00:00,8369,10737
2025-06-08 00:00:00,7054,9461
2025-06-08 01:00:00,5312,7575
2025-06-08 02:00:00,4255,5884
2025-06-08 03:00:00,2990,4253
2025-06-08 04:00:00,1569,2594
2025-06-08 05:00:00,755,1253
2025-06-08 06:00:00,879,1457
2025-06-08 07:00:00,1624,1927
2025-06-08 08:00:00,2611,2873
2025-06-08 09:00:00,3648,4241
2025-06-08 10:00:00,5009,5508
2025-06-08 11:00:00,5807,6181
2025-06-08 12:00:00,6644,7041
2025-06-08 13:00:00,6973,7425
2025-06-08 14:00:00,7120,7449
2025-06-08 15:00:00,7890,8194
2025-06-08 16:00:00,8012,8347
2025-06-08 17:00:00,8110,8958
2025-06-08 18:00:00,8180,8932
2025-06-08 19:00:00,7039,7186
2025-06-08 20:00:00,5954,5967
2025-06-08 21:00:00,5655,6089
2025-06-08 22:00:00,4821,5961
2025-06-08 23:00:00,4011,5109
2025-06-09 00:00:00,2697,2946
2025-06-09 01:00:00,1597,1721
2025-06-09 02:00:00,735,850
2025-06-09 03:00:00,434,578
2025-06-09 04:00:00,594,903
2025-06-09 05:00:00,880,1360
2025-06-09 06:00:00,1786,2671
2025-06-09 07:00:00,3868,5087
2025-06-09 08:00:00,5117,6759
2025-06-09 09:00:00,6034,6694
2025-06-09 10:00:00,6476,6228
2025-06-09 11:00:00,6467,6116
2025-06-09 12:00:00,6920,6591
2025-06-09 13:00:00,7375,6790
2025-06-09 14:00:00,8113,7509
2025-06-09 15:00:00,8657,7931
2025-06-09 16:00:00,8774,8321
2025-06-09 17:00:00,9193,9228
2025-06-09 18:00:00,9451,9172
2025-06-09 19:00:00,7957,7425
2025-06-09 20:00:00,6943,6741
2025-06-09 21:00:00,7173,7594
2025-06-09 22:00:00,5321,6138
2025-06-09 23:00:00,2797,3244
2025-06-10 00:00:00,1882,2103
2025-06-10 01:00:00,1055,1170
2025-06-10 02:00:00,514,464
2025-06-10 03:00:00,228,227
2025-06-10 04:00:00,245,236
2025-06-10 05:00:00,710,790
2025-06-10 06:00:00,2051,2698
2025-06-10 07:00:00,3942,5211
2025-06-10 08:00:00,5275,7289
2025-06-10 09:00:00,5831,6693
2025-06-10 10:00:00,6783,7235
2025-06-10 11:00:00,6899,6980
2025-06-10 12:00:00,7177,7239
2025-06-10 13:00:00,7258,6910
2025-06-10 14:00:00,8276,7614
2025-06-10 15:00:00,8862,8117
2025-06-10 16:00:00,9046,8317
2025-06-10 17:00:00,9964,9597
2025-06-10 18:00:00,10653,10149
2025-06-10 19:00:00,9322,8601
2025-06-10 20:00:00,8756,8503
2025-06-10 21:00:00,9131,9910
2025-06-10 22:00:00,7593,8920
2025-06-10 23:00:00,4862,6066
2025-06-11 00:00:00,2459,2814
2025-06-11 01:00:00,1031,1209
2025-06-11 02:00:00,497,607
2025-06-11 03:00:00,287,384
2025-06-11 04:00:00,262,434
2025-06-11 05:00:00,727,1047
2025-06-11 06:00:00,1824,2459
2025-06-11 07:00:00,3972,4919
2025-06-11 08:00:00,5618,6899
2025-06-11 09:00:00,6099,6737
2025-06-11 10:00:00,6796,6650
2025-06-11 11:00:00,7382,6920
2025-06-11 12:00:00,7941,7423
2025-06-11 13:00:00,8488,7838
2025-06-11 14:00:00,9129,8480
2025-06-11 15:00:00,9300,8810
2025-06-11 16:00:00,9505,9082
2025-06-11 17:00:00,10923,10943
2025-06-11 18:00:00,11072,11360
2025-06-11 19:00:00,10095,9540
2025-06-11 20:00:00,9259,8971
2025-06-11 21:00:00,9511,10687
2025-06-11 22:00:00,8120,10336
2025-06-11 23:00:00,5438,7372
2025-06-12 00:00:00,3368,4150
2025-06-12 01:00:00,1407,1674
2025-06-12 02:00:00,767,864
2025-06-12 03:00:00,440,583
2025-06-12 04:00:00,364,621
2025-06-12 05:00:00,830,1172
2025-06-12 06:00:00,1900,2624
2025-06-12 07:00:00,3849,5154
2025-06-12 08:00:00,5485,7066
2025-06-12 09:00:00,6283,6938
2025-06-12 10:00:00,6912,6822
2025-06-12 11:00:00,7568,7139
2025-06-12 12:00:00,8176,7605
2025-06-12 13:00:00,8444,8137
2025-06-12 14:00:00,9583,9351
2025-06-12 15:00:00,9735,9570
2025-06-12 16:00:00,10199,10437
2025-06-12 17:00:00,11281,12055
2025-06-12 18:00:00,12004,13040
2025-06-12 19:00:00,10438,10959
2025-06-12 20:00:00,9773,10189
2025-06-12 21:00:00,10383,11606
2025-06-12 22:00:00,8943,10837
2025-06-12 23:00:00,6639,8599
2025-06-13 00:00:00,4316,5795
2025-06-13 01:00:00,2643,3049
2025-06-13 02:00:00,1301,1552
2025-06-13 03:00:00,880,988
2025-06-13 04:00:00,616,946
2025-06-13 05:00:00,858,1323
2025-06-13 06:00:00,1709,2502
2025-06-13 07:00:00,3306,4249
2025-06-13 08:00:00,4706,5592
2025-06-13 09:00:00,5311,5574
2025-06-13 10:00:00,5941,5670
2025-06-13 11:00:00,6615,6220
2025-06-13 12:00:00,7010,6839
2025-06-13 13:00:00,7644,7466
2025-06-13 14:00:00,8369,8298
2025-06-13 15:00:00,8625,8683
2025-06-13 16:00:00,8782,8789
2025-06-13 17:00:00,9428,9727
2025-06-13 18:00:00,9935,10436
2025-06-13 19:00:00,9053,9094
2025-06-13 20:00:00,7847,7249
2025-06-13 21:00:00,8868,8027
2025-06-13 22:00:00,9280,9152
2025-06-13 23:00:00,7960,9558
2025-06-14 00:00:00,7031,8882
2025-06-14 01:00:00,5609,7002
2025-06-14 02:00:00,4135,5219
2025-06-14 03:00:00,2657,3505
2025-06-14 04:00:00,1337,2084
2025-06-14 05:00:00,628,1021
2025-06-14 06:00:00,936,1435
2025-06-14 07:00:00,1498,2052
2025-06-14 08:00:00,2533,2940
2025-06-14 09:00:00,3779,3966
2025-06-14 10:00:00,5923,5959
2025-06-14 11:00:00,6390,7312
2025-06-14 12:00:00,7418,8147
2025-06-14 13:00:00,7519,8329
2025-06-14 14:00:00,7526,7814
2025-06-14 15:00:00,7678,7886
2025-06-14 16:00:00,8395,8499
2025-06-14 17:00:00,8514,8604
2025-06-14 18:00:00,8284,8210
2025-06-14 19:00:00,7839,7648
2025-06-14 20:00:00,6842,6590
2025-06-14 21:00:00,7497,6852
2025-06-14 22:00:00,8000,8017
2025-06-14 23:00:00,7014,8436
2025-06-15 00:00:00,5846,7991
2025-06-15 01:00:00,4335,5805
2025-06-15 02:00:00,3617,4668
2025-06-15 03:00:00,2414,3248
2025-06-15 04:00:00,1423,2141
2025-06-15 05:00:00,691,1094
2025-06-15 06:00:00,802,1216
2025-06-15 07:00:00,1488,1712
2025-06-15 08:00:00,2157,2370
2025-06-15 09:00:00,3541,3716
2025-06-15 10:00:00,4807,4904
2025-06-15 11:00:00,5723,5857
2025-06-15 12:00:00,7024,7360
2025-06-15 13:00:00,7247,7476
2025-06-15 14:00:00,7530,7605
2025-06-15 15:00:00,7107,7020
2025-06-15 16:00:00,7657,7454
2025-06-15 17:00:00,7703,7434
2025-06-15 18:00:00,7598,7379
2025-06-15 19:00:00,7477,6939
2025-06-15 20:00:00,7054,7130
2025-06-15 21:00:00,5998,6393
2025-06-15 22:00:00,4247,4913
2025-06-15 23:00:00,2790,3249
2025-06-16 00:00:00,2044,2363
2025-06-16 01:00:00,944,1105
2025-06-16 02:00:00,372,508
2025-06-16 03:00:00,266,432
2025-06-16 04:00:00,314,575
2025-06-16 05:00:00,789,1108
2025-06-16 06:00:00,1715,2397
2025-06-16 07:00:00,3495,4467
2025-06-16 08:00:00,5113,6258
2025-06-16 09:00:00,5961,6345
2025-06-16 10:00:00,6060,5620
2025-06-16 11:00:00,6299,5716
2025-06-16 12:00:00,6926,6220
2025-06-16 13:00:00,7114,6390
2025-06-16 14:00:00,7634,7041
2025-06-16 15:00:00,7994,7117
2025-06-16 16:00:00,7911,7241
2025-06-16 17:00:00,8436,8098
2025-06-16 18:00:00,8641,8162
2025-06-16 19:00:00,7482,6888
2025-06-16 20:00:00,6563,6402
2025-06-16 21:00:00,7132,7336
2025-06-16 22:00:00,5770,7086
2025-06-16 23:00:00,3307,5038
2025-06-17 00:00:00,1835,2260
2025-06-17 01:00:00,768,997
2025-06-17 02:00:00,361,470
2025-06-17 03:00:00,228,326
2025-06-17 04:00:00,257,391
2025-06-17 05:00:00,720,1010
2025-06-17 06:00:00,1777,2485
2025-06-17 07:00:00,3633,4695
2025-06-17 08:00:00,5042,6634
2025-06-17 09:00:00,5940,6709
2025-06-17 10:00:00,6429,6286
2025-06-17 11:00:00,6637,6396
2025-06-17 12:00:00,7083,6707
2025-06-17 13:00:00,7563,6953
2025-06-17 14:00:00,8590,7836
2025-06-17 15:00:00,9399,8913
2025-06-17 16:00:00,8540,8204
2025-06-17 17:00:00,9396,9411
2025-06-17 18:00:00,10001,10125
2025-06-17 19:00:00,8457,8156
2025-06-17 20:00:00,8266,8202
2025-06-17 21:00:00,8913,10062
2025-06-17 22:00:00,6826,8606
2025-06-17 23:00:00,4144,4910
2025-06-18 00:00:00,2530,2987
2025-06-18 01:00:00,1145,1359
2025-06-18 02:00:00,541,700
2025-06-18 03:00:00,313,470
2025-06-18 04:00:00,359,576
2025-06-18 05:00:00,786,1139
2025-06-18 06:00:00,1880,2625
2025-06-18 07:00:00,3665,4931
2025-06-18 08:00:00,5529,7068
2025-06-18 09:00:00,6029,6831
2025-06-18 10:00:00,6692,6564
2025-06-18 11:00:00,7120,6586
